topic,hour,count
0,0,4
0,1,1
0,5,4
0,6,2
0,7,1
0,8,27
0,9,30
0,10,35
0,11,94
0,12,179
0,13,226
0,14,225
0,15,182
0,16,100
0,17,3
0,18,9
0,24,26
1,0,77
1,1,75
1,2,47
1,3,43
1,4,40
1,5,85
1,6,342
1,7,701
1,8,692
1,9,837
1,10,628
1,11,505
1,12,527
1,13,430
1,14,499
1,15,640
1,16,757
1,17,1162
1,18,1194
1,19,1007
1,20,356
1,21,104
1,22,15
1,24,838
2,10,2
2,19,1
3,0,5
3,1,4
3,2,9
3,3,3
3,4,4
3,5,3
3,6,14
3,7,39
3,8,78
3,9,229
3,10,191
3,11,155
3,12,69
3,13,55
3,14,98
3,15,92
3,16,71
3,17,50
3,18,55
3,19,45
3,20,24
3,21,21
3,22,6
3,24,92
4,9,3
4,13,4
4,16,3
4,17,1
4,18,3
4,19,3
4,20,5
5,8,1
5,9,2
5,11,3
5,13,1
5,16,2
5,24,2
6,0,4
6,6,6
6,8,2
6,9,2
6,10,3
6,11,4
6,12,1
6,13,2
6,14,8
6,15,8
6,16,16
6,17,77
6,18,65
6,24,1
7,7,1
7,8,1
7,9,15
7,10,23
7,11,20
7,12,3
7,13,9
7,14,5
7,15,5
7,16,15
7,17,9
7,18,20
7,19,7
7,24,13
8,7,3
8,8,8
8,9,9
8,10,7
8,11,69
8,12,99
8,13,63
8,14,36
8,15,13
8,16,16
8,17,37
8,18,42
8,19,58
8,20,33
8,21,23
8,22,24
8,23,1
8,24,17
9,0,2
9,1,4
9,2,8
9,3,1
9,4,4
9,5,3
9,6,24
9,7,50
9,8,92
9,9,289
9,10,241
9,11,205
9,12,170
9,13,80
9,14,48
9,15,6
9,16,2
9,18,4
9,19,2
9,20,1
9,24,89
