topic,hour,count
0,0,28
0,1,27
0,7,16
0,8,10
0,9,16
0,10,19
0,11,28
0,12,96
0,13,191
0,14,78
0,15,106
0,16,52
0,17,82
0,18,48
0,19,8
0,20,3
0,21,4
0,22,4
0,23,3
0,24,61
1,0,337
1,1,157
1,2,125
1,3,114
1,4,179
1,5,406
1,6,1710
1,7,3406
1,8,3638
1,9,3335
1,10,3174
1,11,2801
1,12,2284
1,13,2099
1,14,1670
1,15,2301
1,16,2830
1,17,3892
1,18,3788
1,19,2347
1,20,851
1,21,262
1,22,44
1,23,10
1,24,2911
2,0,13
2,1,19
2,2,9
2,3,6
2,4,5
2,5,38
2,6,97
2,7,153
2,8,352
2,9,888
2,10,1970
2,11,1552
2,12,1275
2,13,1162
2,14,1752
2,15,1925
2,16,1741
2,17,1289
2,18,1510
2,19,925
2,20,513
2,21,345
2,24,420
3,3,3
3,4,6
3,5,8
3,6,24
3,7,49
3,8,91
3,9,295
3,10,223
3,11,332
3,12,363
3,13,383
3,14,230
3,15,160
3,16,16
3,17,7
3,18,45
3,19,1
3,20,4
3,24,113
4,13,5
4,14,1
4,15,4
4,19,17
4,20,8
4,22,4
5,7,2
5,9,12
5,10,6
5,11,8
5,12,2
5,18,1
5,19,3
5,20,5
5,22,3
6,0,2
6,1,7
6,3,1
6,5,1
6,6,3
6,7,1
6,8,4
6,9,2
6,11,9
6,12,21
6,13,33
6,14,28
6,15,53
6,16,113
6,17,129
6,18,93
6,19,29
6,22,1
6,24,11
7,4,2
7,5,3
7,7,6
7,8,6
7,9,1
7,13,4
7,18,10
7,19,1
7,20,4
7,22,12
7,24,10
8,0,155
8,1,62
8,3,1
8,4,2
8,5,5
8,6,22
8,7,27
8,8,19
8,9,2
8,10,8
8,11,10
8,12,47
8,13,35
8,14,73
8,15,41
8,16,61
8,17,107
8,18,237
8,19,463
8,20,621
8,21,842
8,22,393
8,23,313
8,24,317
9,0,4
9,1,4
9,2,6
9,3,7
9,4,8
9,5,5
9,6,25
9,7,69
9,8,133
9,9,327
9,10,300
9,11,235
9,12,397
9,13,539
9,14,312
9,15,232
9,16,113
9,17,17
9,18,19
9,19,9
9,20,13
9,21,16
9,22,6
9,23,5
9,24,149
10,0,27
10,1,3
10,7,2
10,8,6
10,9,8
10,10,14
10,11,8
10,12,10
10,13,8
10,14,15
10,15,4
10,16,62
10,17,68
10,18,553
10,19,421
10,20,376
10,21,269
10,22,176
10,23,141
10,24,64
