topic,hour,count
0,0,25
0,1,2
0,3,4
0,5,2
0,6,11
0,7,47
0,8,63
0,9,40
0,10,91
0,11,171
0,12,180
0,13,222
0,14,292
0,15,318
0,16,300
0,17,264
0,18,89
0,19,35
0,20,67
0,21,2
0,22,3
0,24,83
1,0,198
1,1,128
1,2,128
1,3,108
1,4,119
1,5,332
1,6,1273
1,7,2660
1,8,3474
1,9,2675
1,10,2103
1,11,1669
1,12,1219
1,13,1278
1,14,1325
1,15,1377
1,16,2066
1,17,2561
1,18,2857
1,19,2136
1,20,1149
1,21,272
1,22,67
1,23,32
1,24,2152
2,6,2
2,11,3
2,12,5
3,5,1
3,8,6
3,9,10
3,10,32
3,11,46
3,12,65
3,13,5
3,14,30
3,15,21
3,16,27
3,17,27
3,18,10
3,24,16
4,9,2
4,10,3
4,11,7
4,19,2
4,20,1
4,21,3
4,23,3
5,8,2
5,9,16
5,10,2
5,13,1
5,16,4
6,2,1
6,11,1
6,13,3
6,14,2
6,15,4
6,16,7
6,17,3
6,24,1
7,8,2
7,10,5
7,11,5
7,13,5
7,15,4
7,24,4
8,2,4
8,5,6
8,6,8
8,7,22
8,8,4
8,9,7
8,10,11
8,11,68
8,12,31
8,13,54
8,14,71
8,15,78
8,16,70
8,17,110
8,18,232
8,19,539
8,20,750
8,21,518
8,22,339
8,23,204
8,24,28
9,0,12
9,1,5
9,2,15
9,3,9
9,4,10
9,5,39
9,6,17
9,7,61
9,8,203
9,9,467
9,10,515
9,11,547
9,12,721
9,13,387
9,14,176
9,15,183
9,16,233
9,17,298
9,18,64
9,21,5
9,22,2
9,23,2
9,24,137
