topic,hour,count
0,0,6
0,1,8
0,2,1
0,3,4
0,4,1
0,5,1
0,6,34
0,7,32
0,8,71
0,9,66
0,10,165
0,11,229
0,12,279
0,13,230
0,14,264
0,15,294
0,16,509
0,17,384
0,18,270
0,19,122
0,20,37
0,22,1
0,24,131
1,0,149
1,1,95
1,2,70
1,3,64
1,4,60
1,5,138
1,6,558
1,7,1445
1,8,1867
1,9,1665
1,10,1591
1,11,1552
1,12,1838
1,13,1575
1,14,1306
1,15,1404
1,16,1699
1,17,2116
1,18,1941
1,19,1571
1,20,672
1,21,299
1,22,171
1,23,43
1,24,1624
2,0,2
2,1,4
2,2,2
2,3,3
2,4,5
2,5,2
2,6,10
2,7,39
2,8,61
2,9,220
2,10,394
2,11,299
2,12,106
2,13,188
2,14,621
2,15,483
2,16,426
2,17,286
2,18,170
2,24,80
3,0,5
3,1,17
3,3,1
3,4,3
3,5,5
3,6,47
3,7,91
3,8,110
3,9,160
3,10,178
3,11,118
3,12,76
3,13,38
3,14,57
3,15,39
3,16,63
3,17,69
3,18,6
3,19,5
3,20,15
3,22,2
3,24,89
4,10,15
4,11,2
4,12,2
4,14,4
4,15,5
5,7,1
5,8,4
5,9,4
5,10,1
5,11,6
5,12,1
5,14,10
5,15,33
5,16,46
5,17,70
5,18,130
5,24,9
6,5,2
6,7,4
6,8,4
6,9,1
6,10,4
6,11,13
6,12,17
6,13,19
6,14,27
6,15,50
6,16,45
6,17,2
6,18,2
6,19,12
6,24,4
7,3,1
7,7,7
7,9,5
7,10,5
7,11,6
7,12,5
7,13,11
7,14,6
7,15,22
7,16,71
7,17,34
7,18,26
7,19,37
7,20,1
7,24,10
8,0,326
8,1,210
8,2,2
8,5,1
8,6,4
8,7,10
8,8,26
8,9,34
8,10,56
8,11,52
8,12,43
8,13,58
8,14,86
8,15,43
8,16,122
8,17,231
8,18,559
8,19,1290
8,20,1348
8,21,904
8,22,863
8,23,290
8,24,668
9,0,8
9,1,1
9,2,10
9,3,3
9,4,1
9,5,1
9,6,14
9,7,44
9,8,62
9,9,173
9,10,266
9,11,263
9,12,280
9,13,84
9,14,6
9,15,12
9,16,4
9,17,2
9,18,7
9,22,12
9,24,70
10,0,192
10,1,85
10,4,2
10,7,2
10,8,2
10,9,8
10,10,10
10,11,2
10,12,7
10,13,22
10,14,15
10,15,28
10,16,41
10,17,49
10,18,249
10,19,437
10,20,493
10,21,119
10,22,243
10,23,93
10,24,380
