topic,hour,count
0,0,4
0,1,1
0,2,4
0,5,2
0,6,20
0,7,48
0,8,43
0,9,87
0,10,305
0,11,392
0,12,265
0,13,442
0,14,373
0,15,309
0,16,362
0,17,307
0,18,175
0,19,183
0,20,39
0,21,11
0,22,41
0,24,79
1,0,163
1,1,142
1,2,69
1,3,96
1,4,138
1,5,235
1,6,1012
1,7,2104
1,8,2855
1,9,2497
1,10,2453
1,11,2205
1,12,1661
1,13,1830
1,14,1592
1,15,1241
1,16,1450
1,17,1862
1,18,2232
1,19,1739
1,20,916
1,21,159
1,22,49
1,23,8
1,24,1824
2,0,20
2,1,11
2,2,19
2,3,22
2,4,34
2,5,17
2,6,71
2,7,149
2,8,413
2,9,777
2,10,1877
2,11,1253
2,12,1785
2,13,1040
2,14,931
2,15,1472
2,16,1305
2,17,721
2,18,572
2,19,66
2,20,4
2,22,5
2,24,308
3,0,7
3,1,2
3,2,3
3,4,1
3,5,2
3,6,6
3,7,27
3,8,58
3,9,128
3,10,230
3,11,108
3,12,107
3,13,69
3,14,38
3,15,25
3,16,6
3,17,4
3,18,6
3,19,7
3,20,1
3,24,36
4,8,4
4,9,4
4,10,3
4,11,13
4,12,8
4,13,1
4,14,8
4,15,8
4,17,2
5,8,3
5,9,28
5,10,4
5,11,24
5,12,3
5,13,7
5,14,1
5,15,7
5,16,3
5,17,4
5,18,6
5,24,1
6,8,1
6,9,8
6,10,10
6,11,2
6,12,3
6,13,2
6,14,6
6,15,3
6,16,1
6,18,5
7,6,1
7,7,6
7,8,3
7,9,9
7,10,4
7,11,3
7,12,2
7,13,2
7,14,2
7,15,2
7,16,3
7,21,3
8,0,250
8,1,55
8,2,3
8,3,6
8,4,4
8,5,2
8,6,20
8,7,16
8,8,50
8,9,43
8,10,39
8,11,61
8,12,37
8,13,47
8,14,91
8,15,78
8,16,146
8,17,345
8,18,623
8,19,808
8,20,938
8,21,257
8,22,286
8,23,215
8,24,510
9,5,1
9,7,1
9,8,10
9,9,4
9,10,9
9,11,5
9,13,4
9,16,2
9,17,4
9,24,5
10,0,64
10,1,7
10,3,4
10,7,9
10,8,13
10,9,4
10,10,4
10,11,23
10,12,18
10,13,12
10,14,19
10,15,38
10,16,69
10,17,76
10,18,254
10,19,501
10,20,439
10,21,204
10,22,301
10,23,85
10,24,104
