topic,hour,count
0,0,11
0,1,6
0,3,3
0,4,2
0,5,14
0,6,32
0,7,33
0,8,73
0,9,139
0,10,277
0,11,371
0,12,530
0,13,552
0,14,483
0,15,572
0,16,508
0,17,395
0,18,250
0,19,16
0,20,5
0,24,114
1,0,127
1,1,56
1,2,46
1,3,47
1,4,85
1,5,234
1,6,597
1,7,881
1,8,1200
1,9,1058
1,10,1159
1,11,1130
1,12,1129
1,13,1042
1,14,930
1,15,1137
1,16,1437
1,17,1671
1,18,1390
1,19,905
1,20,402
1,21,130
1,22,36
1,23,9
1,24,880
2,1,2
2,6,3
2,7,5
2,8,14
2,9,14
2,10,21
2,11,70
2,12,86
2,13,75
2,14,93
2,15,127
2,16,101
2,17,40
2,18,69
2,24,5
3,0,2
3,3,4
3,6,5
3,7,14
3,8,47
3,9,95
3,10,95
3,11,123
3,12,98
3,13,53
3,14,118
3,15,71
3,16,43
3,17,47
3,18,57
3,19,21
3,20,31
3,24,42
4,4,1
4,6,1
4,7,4
4,8,3
4,9,3
4,10,20
4,11,44
4,12,22
4,13,17
4,16,5
4,24,10
5,8,2
5,9,2
5,10,9
5,11,1
5,12,9
5,14,2
5,16,4
5,18,4
5,19,6
6,8,2
6,9,8
6,10,3
6,11,8
6,12,10
6,13,7
6,14,36
6,15,14
6,16,25
6,17,79
6,18,103
6,19,6
6,24,7
7,1,2
7,7,4
7,8,19
7,9,20
7,10,35
7,11,46
7,12,5
7,14,4
7,15,7
7,16,5
7,19,1
7,24,16
8,0,408
8,1,111
8,2,39
8,3,2
8,4,10
8,5,8
8,6,7
8,7,12
8,8,17
8,9,16
8,10,22
8,11,28
8,12,18
8,13,45
8,14,63
8,15,64
8,16,124
8,17,166
8,18,477
8,19,905
8,20,883
8,21,687
8,22,681
8,23,283
8,24,807
9,0,1
9,1,3
9,2,4
9,3,4
9,4,8
9,5,8
9,6,13
9,7,33
9,8,89
9,9,185
9,10,170
9,11,194
9,12,242
9,13,135
9,14,2
9,16,22
9,24,38
10,0,246
10,1,81
10,2,5
10,5,2
10,6,2
10,8,1
10,9,28
10,10,6
10,12,30
10,13,17
10,14,34
10,15,47
10,16,49
10,17,84
10,18,501
10,19,788
10,20,293
10,21,340
10,22,354
10,23,156
10,24,357
