topic,hour,count
0,0,4
0,1,2
0,3,2
0,4,1
0,5,7
0,6,3
0,7,8
0,8,37
0,9,114
0,10,262
0,11,202
0,12,198
0,13,31
0,14,60
0,15,85
0,16,136
0,17,235
0,18,157
0,19,13
0,24,38
1,0,217
1,1,117
1,2,106
1,3,91
1,4,96
1,5,267
1,6,1147
1,7,2234
1,8,2874
1,9,2779
1,10,2647
1,11,1904
1,12,1787
1,13,1281
1,14,944
1,15,980
1,16,1193
1,17,1999
1,18,1966
1,19,1358
1,20,455
1,21,113
1,22,21
1,24,2110
2,0,7
2,1,15
2,2,9
2,3,5
2,4,27
2,5,19
2,6,45
2,7,114
2,8,183
2,9,455
2,10,1219
2,11,1180
2,12,967
2,13,691
2,14,524
2,15,890
2,16,1035
2,17,988
2,18,497
2,19,5
2,24,221
3,0,7
3,1,5
3,3,4
3,4,3
3,5,2
3,6,16
3,7,23
3,8,66
3,9,68
3,10,64
3,11,64
3,12,72
3,13,62
3,14,22
3,15,12
3,16,20
3,17,41
3,18,30
3,19,11
3,24,51
4,5,2
4,7,1
4,9,3
4,11,18
4,12,7
4,13,5
4,14,3
4,17,1
4,18,1
4,19,1
4,20,3
4,21,2
5,9,25
5,10,11
5,11,10
5,12,3
5,13,9
5,14,5
5,15,4
5,16,4
5,17,1
5,19,5
5,20,4
5,21,5
6,0,26
6,10,1
6,12,5
6,13,1
6,14,1
6,15,1
6,16,6
6,24,71
7,8,7
7,9,8
7,11,1
7,12,7
7,13,4
7,16,3
7,17,1
7,18,2
7,19,8
8,1,1
8,4,2
8,5,1
8,6,4
8,7,8
8,8,6
8,9,7
8,10,26
8,11,53
8,12,47
8,13,83
8,14,99
8,15,74
8,16,90
8,17,241
8,18,791
8,19,718
8,20,518
8,21,343
8,22,348
8,23,180
8,24,15
9,0,4
9,1,4
9,2,1
9,4,4
9,5,1
9,6,5
9,7,15
9,8,23
9,9,38
9,10,55
9,11,78
9,12,122
9,13,357
9,14,405
9,15,431
9,16,137
9,18,2
9,19,3
9,20,2
9,24,52
10,1,1
10,4,4
10,5,1
10,10,2
10,12,2
10,13,6
10,14,9
10,15,5
10,16,34
10,17,56
10,18,231
10,19,300
10,20,50
10,21,113
10,22,107
10,23,47
