topic,hour,count
0,0,12
0,1,2
0,2,9
0,3,11
0,4,9
0,5,37
0,6,107
0,7,165
0,8,159
0,9,84
0,10,102
0,11,50
0,12,107
0,13,135
0,14,270
0,15,115
0,16,273
0,17,135
0,18,95
0,19,8
0,24,152
1,0,190
1,1,96
1,2,46
1,3,65
1,4,64
1,5,229
1,6,783
1,7,1831
1,8,1875
1,9,1671
1,10,1616
1,11,1197
1,12,1104
1,13,1238
1,14,1608
1,15,1783
1,16,2155
1,17,2544
1,18,3179
1,19,2252
1,20,744
1,21,232
1,22,69
1,23,18
1,24,1557
2,0,8
2,1,16
2,2,18
2,3,5
2,4,9
2,5,32
2,6,97
2,7,130
2,8,340
2,9,516
2,10,1252
2,11,1696
2,12,1415
2,13,1119
2,14,1085
2,15,1129
2,16,1154
2,17,1125
2,18,1171
2,19,761
2,21,12
2,24,360
3,0,3
3,1,4
3,2,4
3,4,5
3,5,12
3,6,16
3,7,34
3,8,74
3,9,228
3,10,266
3,11,247
3,12,290
3,13,391
3,14,166
3,15,185
3,16,135
3,17,209
3,18,138
3,19,131
3,20,43
3,24,79
4,2,2
4,8,5
4,9,1
4,10,17
4,11,2
4,12,3
4,13,3
4,15,4
4,16,2
4,21,2
4,22,1
5,8,1
5,9,1
5,10,4
5,11,5
5,14,4
5,15,6
5,16,2
5,17,2
5,19,1
5,21,4
5,24,4
6,3,2
6,10,1
6,11,1
6,12,10
6,13,6
6,14,7
6,15,17
6,16,47
6,17,19
6,19,2
6,21,1
7,6,1
7,7,4
7,9,4
7,10,9
7,11,7
7,12,8
7,13,22
7,14,9
7,15,16
7,16,7
7,17,11
7,18,5
7,19,11
7,24,7
8,0,234
8,1,57
8,2,14
8,4,2
8,5,3
8,6,23
8,7,54
8,8,45
8,9,39
8,10,53
8,11,88
8,12,35
8,13,63
8,14,47
8,15,70
8,16,122
8,17,251
8,18,543
8,19,1188
8,20,996
8,21,727
8,22,500
8,23,273
8,24,391
9,1,4
9,2,9
9,4,4
9,5,3
9,6,8
9,7,26
9,8,44
9,9,158
9,10,156
9,11,175
9,12,169
9,13,224
9,14,29
9,15,45
9,16,9
9,24,53
10,0,142
10,1,33
10,7,2
10,8,2
10,10,5
10,11,4
10,12,3
10,13,6
10,14,16
10,15,4
10,16,13
10,17,52
10,18,151
10,19,312
10,20,256
10,21,158
10,22,167
10,23,52
10,24,314
