topic,hour,count
0,4,24
0,6,12
0,7,24
0,8,60
0,9,168
0,10,165
0,11,420
0,12,354
0,13,282
0,14,219
0,15,24
0,16,12
0,24,36
1,0,954
1,1,987
1,2,573
1,3,270
1,4,525
1,5,447
1,6,2454
1,7,6774
1,8,9234
1,9,7059
1,10,5877
1,11,5760
1,12,5541
1,13,4098
1,14,5067
1,15,4707
1,16,5430
1,17,4173
1,18,3879
1,19,2928
1,20,2727
1,21,1599
1,22,48
1,24,6648
2,0,48
2,1,48
2,2,3
2,3,12
2,4,96
2,5,126
2,6,159
2,7,261
2,8,990
2,9,1161
2,10,4719
2,11,4914
2,12,2622
2,13,1560
2,14,1584
2,15,2058
2,16,2073
2,17,1083
2,18,285
2,19,561
2,24,1002
3,0,12
3,3,24
3,4,12
3,5,6
3,6,144
3,7,156
3,8,300
3,9,801
3,10,1077
3,11,969
3,12,1719
3,13,951
3,14,288
3,15,138
3,16,582
3,17,477
3,18,237
3,19,111
3,21,3
3,24,372
4,9,36
4,10,24
4,11,12
4,12,60
4,13,15
4,14,108
4,15,12
4,16,12
4,18,36
4,24,12
5,8,72
5,9,24
5,10,60
5,11,36
5,12,27
5,13,36
5,14,48
5,15,45
5,16,78
6,10,12
6,11,36
6,12,24
6,13,48
6,14,72
6,15,27
6,16,24
6,17,12
6,18,3
6,20,24
7,9,87
7,10,96
7,11,36
7,12,36
7,13,60
7,14,114
7,15,261
7,16,48
7,17,84
7,18,15
7,21,3
8,0,84
8,1,12
8,5,12
8,6,60
8,9,60
8,10,498
8,11,402
8,12,807
8,13,402
8,14,312
8,15,336
8,16,315
8,17,279
8,18,150
8,19,393
8,20,291
8,21,144
8,22,12
8,24,117
9,7,24
9,8,147
9,9,216
9,10,63
9,11,69
9,12,60
9,13,27
9,14,162
9,15,48
9,16,75
9,17,123
9,18,54
10,0,120
10,1,51
10,4,24
10,8,15
10,9,15
10,10,12
10,11,36
10,12,27
10,13,96
10,14,87
10,15,33
10,16,75
10,17,255
10,18,393
10,19,771
10,20,441
10,21,12
10,24,276
