topic,hour,count
0,0,43
0,1,45
0,2,69
0,3,37
0,4,18
0,5,50
0,6,113
0,7,245
0,8,564
0,9,1811
0,10,1894
0,11,1609
0,12,1492
0,13,1789
0,14,1913
0,15,1866
0,16,1442
0,17,981
0,18,230
0,19,12
0,20,1
0,24,715
1,0,136
1,1,71
1,2,47
1,3,68
1,4,53
1,5,91
1,6,244
1,7,499
1,8,1099
1,9,1797
1,10,2065
1,11,1815
1,12,1387
1,13,1022
1,14,996
1,15,1523
1,16,1894
1,17,2571
1,18,2178
1,19,1472
1,20,601
1,21,174
1,22,69
1,23,34
1,24,1430
2,6,1
2,7,2
2,8,1
2,9,5
2,10,1
2,12,1
2,13,3
2,14,2
2,15,1
2,16,6
2,24,1
3,0,11
3,1,2
3,2,7
3,3,7
3,4,9
3,5,10
3,6,27
3,7,103
3,8,214
3,9,355
3,10,342
3,11,206
3,12,123
3,13,84
3,14,106
3,15,179
3,16,190
3,17,132
3,18,19
3,24,152
4,11,10
4,12,9
4,14,4
4,15,1
4,16,7
4,17,3
4,24,5
5,0,1
5,6,8
5,7,7
5,8,3
5,9,9
5,11,2
5,12,4
5,15,8
5,16,18
5,17,6
5,18,1
5,20,3
5,24,1
6,7,1
6,8,1
6,9,1
6,10,9
6,11,13
6,12,5
6,13,23
6,14,4
6,15,12
6,16,12
6,17,11
6,18,5
6,19,12
6,20,10
6,22,1
6,23,1
6,24,11
7,2,4
7,9,6
7,10,2
7,11,8
7,12,7
7,13,5
7,14,2
7,15,8
7,16,1
7,17,1
7,21,3
8,0,89
8,1,31
8,3,2
8,5,4
8,6,6
8,7,27
8,8,15
8,9,15
8,10,58
8,11,68
8,12,50
8,13,71
8,14,67
8,15,81
8,16,93
8,17,254
8,18,788
8,19,907
8,20,1049
8,21,713
8,22,351
8,23,370
8,24,198
9,6,4
9,7,6
9,8,18
9,9,18
9,10,37
9,11,27
9,12,36
9,13,21
9,14,25
9,15,14
9,24,5
10,0,309
10,1,150
10,2,3
10,5,6
10,6,4
10,7,6
10,8,3
10,9,4
10,10,7
10,11,21
10,12,7
10,13,27
10,14,22
10,15,47
10,16,76
10,17,113
10,18,343
10,19,486
10,20,354
10,21,299
10,22,180
10,23,106
10,24,793
