topic,hour,count
0,6,3
0,7,8
0,8,17
0,9,19
0,10,1
0,11,5
0,12,1
0,13,3
0,14,7
0,15,14
0,16,15
0,17,1
0,18,1
0,20,8
0,24,15
1,0,86
1,1,30
1,2,35
1,3,49
1,4,43
1,5,112
1,6,509
1,7,946
1,8,1130
1,9,1085
1,10,744
1,11,558
1,12,353
1,13,272
1,14,304
1,15,555
1,16,977
1,17,1202
1,18,1350
1,19,876
1,20,443
1,21,154
1,22,2
1,23,2
1,24,779
2,0,10
2,1,7
2,3,1
2,4,1
2,5,8
2,6,23
2,7,40
2,8,160
2,9,236
2,10,518
2,11,752
2,12,536
2,13,346
2,14,414
2,15,436
2,16,680
2,17,534
2,18,409
2,19,289
2,22,1
2,24,63
3,3,2
3,4,1
3,6,8
3,7,21
3,8,15
3,9,38
3,10,22
3,11,12
3,12,19
3,13,63
3,14,62
3,15,95
3,16,56
3,17,100
3,18,52
3,19,5
3,22,5
3,24,13
4,0,5
4,5,1
4,6,2
4,7,1
4,8,2
4,9,10
4,10,7
4,11,3
4,13,1
4,14,1
4,15,6
4,16,2
4,21,5
5,9,8
5,10,1
5,11,1
5,13,1
5,15,3
5,16,2
5,18,1
6,7,3
6,9,2
6,10,1
6,14,12
6,15,13
6,16,11
6,17,9
6,18,17
6,19,10
6,24,2
7,6,10
7,7,2
7,8,7
7,9,39
7,10,27
7,11,13
7,12,1
7,13,7
7,14,6
7,15,20
7,16,5
7,17,18
7,18,4
8,9,17
8,10,5
8,11,2
8,12,3
8,14,6
8,15,4
8,16,1
8,18,3
8,20,7
8,22,1
9,9,1
9,14,1
9,15,2
9,16,1
9,17,11
