topic,hour,count
0,4,2
0,6,6
0,7,16
0,8,24
0,9,16
0,10,44
0,11,33
0,12,83
0,13,88
0,14,89
0,15,57
0,16,35
0,17,34
0,18,13
0,24,22
1,0,109
1,1,66
1,2,39
1,3,51
1,4,29
1,5,161
1,6,471
1,7,1237
1,8,1573
1,9,1701
1,10,1123
1,11,506
1,12,265
1,13,171
1,14,238
1,15,376
1,16,629
1,17,1031
1,18,879
1,19,516
1,20,293
1,21,135
1,22,167
1,23,18
1,24,704
2,0,5
2,1,20
2,2,9
2,3,8
2,4,14
2,5,11
2,6,43
2,7,82
2,8,182
2,9,338
2,10,804
2,11,648
2,12,401
2,13,350
2,14,523
2,15,523
2,16,487
2,17,550
2,18,770
2,19,299
2,24,193
3,5,3
3,6,4
3,7,8
3,8,36
3,9,66
3,10,83
3,11,25
3,12,2
3,13,2
3,14,2
3,15,5
3,16,5
3,17,3
3,18,5
3,19,2
3,20,2
3,23,1
3,24,4
4,7,1
4,9,2
4,10,1
4,12,4
4,14,6
4,15,7
4,16,1
4,17,5
5,7,1
5,8,2
5,9,13
5,10,9
5,11,6
5,12,6
5,13,2
5,14,1
5,15,6
5,16,1
5,18,1
5,19,1
5,24,2
6,9,2
6,15,1
6,17,5
6,18,7
6,19,1
6,20,15
7,7,2
7,8,16
7,9,39
7,10,10
7,11,11
7,12,3
7,13,2
7,14,5
7,15,13
7,16,8
7,17,4
7,18,18
7,19,21
7,20,24
7,22,32
8,7,16
8,8,32
8,9,24
8,10,56
8,11,29
8,12,18
8,13,22
8,14,31
8,15,13
8,16,42
8,17,23
8,18,22
8,19,13
8,20,5
8,21,2
8,22,5
8,23,2
8,24,5
9,0,4
9,1,3
9,4,2
9,5,4
9,6,11
9,7,12
9,8,33
9,9,26
9,10,38
9,11,141
9,12,233
9,13,348
9,14,247
9,15,149
9,24,34
10,9,1
