topic,hour,count
0,0,8
0,1,8
0,2,10
0,3,2
0,4,2
0,5,4
0,6,16
0,7,62
0,8,86
0,9,141
0,10,243
0,11,224
0,12,183
0,13,199
0,14,143
0,15,401
0,16,541
0,17,353
0,18,252
0,19,38
0,20,3
0,24,49
1,0,294
1,1,177
1,2,114
1,3,142
1,4,154
1,5,327
1,6,1626
1,7,3591
1,8,4022
1,9,3397
1,10,2562
1,11,1568
1,12,1466
1,13,1319
1,14,1434
1,15,1552
1,16,2683
1,17,4204
1,18,3904
1,19,2355
1,20,967
1,21,264
1,22,83
1,23,34
1,24,2395
2,10,8
2,12,4
2,13,4
2,14,2
2,15,5
2,16,19
2,17,10
3,0,6
3,1,4
3,3,3
3,4,4
3,5,12
3,6,10
3,7,12
3,8,41
3,9,84
3,10,135
3,11,77
3,12,87
3,13,94
3,14,72
3,15,60
3,16,73
3,17,40
3,18,21
3,19,59
3,24,37
4,7,4
4,8,2
4,10,4
4,11,10
4,12,8
4,13,9
4,14,6
4,15,4
4,18,2
5,8,11
5,9,5
5,10,13
5,11,1
5,12,4
5,13,15
5,14,15
5,15,31
5,16,110
5,17,33
5,21,1
5,22,1
6,7,3
6,9,3
6,10,1
6,12,5
6,13,11
6,14,16
6,15,9
6,16,25
6,17,55
6,18,79
6,19,2
6,21,19
6,22,26
6,23,1
6,24,2
7,5,12
7,6,19
7,7,22
7,8,1
7,9,3
7,10,11
7,11,27
7,12,13
7,13,1
7,14,2
7,15,6
7,16,22
7,17,22
7,18,2
7,22,6
7,24,16
8,0,245
8,1,30
8,2,1
8,5,2
8,6,9
8,7,9
8,8,37
8,9,22
8,10,40
8,11,28
8,12,51
8,13,44
8,14,39
8,15,79
8,16,142
8,17,158
8,18,365
8,19,920
8,20,1357
8,21,1051
8,22,670
8,23,373
8,24,509
9,0,3
9,1,1
9,2,1
9,3,3
9,4,2
9,5,8
9,6,25
9,7,38
9,8,62
9,9,213
9,10,386
9,11,458
9,12,415
9,13,264
9,14,131
9,15,27
9,16,30
9,17,5
9,18,11
9,22,2
9,24,52
10,0,4
10,3,3
10,8,10
10,9,2
10,10,2
10,11,4
10,12,2
10,13,2
10,14,12
10,15,19
10,16,22
10,17,41
10,18,246
10,19,602
10,20,457
10,21,209
10,22,302
10,23,135
10,24,44
