topic,hour,count
0,0,16
0,1,6
0,2,12
0,3,3
0,4,4
0,5,20
0,6,30
0,7,42
0,8,170
0,9,341
0,10,866
0,11,1016
0,12,810
0,13,1043
0,14,1112
0,15,429
0,16,659
0,17,1018
0,18,750
0,19,256
0,20,5
0,24,118
1,0,364
1,1,203
1,2,163
1,3,195
1,4,246
1,5,601
1,6,2547
1,7,5068
1,8,6126
1,9,4539
1,10,2734
1,11,2080
1,12,1986
1,13,1949
1,14,1601
1,15,1871
1,16,2957
1,17,3647
1,18,3524
1,19,2359
1,20,1201
1,21,155
1,22,24
1,24,2891
2,0,6
2,1,3
2,2,9
2,3,2
2,4,12
2,5,20
2,6,24
2,7,60
2,8,174
2,9,427
2,10,452
2,11,548
2,12,433
2,13,363
2,14,340
2,15,442
2,16,374
2,17,401
2,18,243
2,19,86
2,20,4
2,24,86
3,0,1
3,1,4
3,6,19
3,7,34
3,8,67
3,9,84
3,10,118
3,11,169
3,12,168
3,13,213
3,14,180
3,15,123
3,16,123
3,17,66
3,18,15
3,19,135
3,20,9
3,24,24
4,7,1
4,8,7
4,9,4
4,12,10
4,13,8
4,14,1
4,15,3
4,16,5
4,17,17
4,18,2
4,19,1
4,20,1
4,21,5
5,8,11
5,9,12
5,10,6
5,11,6
5,12,3
5,13,14
5,14,9
5,15,10
5,16,9
5,17,40
5,18,48
5,19,29
5,20,8
5,24,6
6,8,1
6,9,10
6,10,2
6,11,4
6,12,6
6,13,5
6,14,58
6,15,8
6,16,8
6,17,3
6,20,8
6,22,1
6,24,5
7,0,6
7,1,3
7,3,2
7,5,6
7,6,41
7,7,79
7,8,89
7,9,98
7,10,75
7,11,2
7,12,2
7,14,9
7,15,2
7,16,27
7,17,6
7,18,27
7,24,90
8,0,443
8,1,98
8,4,4
8,6,11
8,7,10
8,8,26
8,9,27
8,10,46
8,11,56
8,12,52
8,13,61
8,14,75
8,15,89
8,16,165
8,17,276
8,18,539
8,19,1349
8,20,1031
8,21,897
8,22,730
8,23,371
8,24,506
9,1,3
9,4,2
9,6,10
9,7,21
9,8,94
9,9,135
9,10,84
9,11,18
9,12,5
9,13,20
9,14,35
9,15,12
9,16,4
9,17,15
9,18,9
9,24,20
10,0,169
10,1,60
10,6,5
10,7,3
10,9,1
10,10,1
10,11,7
10,12,8
10,13,2
10,14,3
10,15,18
10,16,26
10,17,60
10,18,142
10,19,322
10,20,161
10,21,207
10,22,150
10,23,74
10,24,220
