topic,hour,count
0,0,70
0,1,28
0,2,1
0,4,1
0,5,8
0,6,74
0,7,77
0,8,253
0,9,300
0,10,153
0,11,157
0,12,153
0,13,213
0,14,160
0,15,41
0,16,102
0,17,16
0,18,13
0,19,25
0,20,70
0,21,54
0,22,16
0,23,11
0,24,148
1,0,239
1,1,126
1,2,132
1,3,100
1,4,129
1,5,379
1,6,1311
1,7,3404
1,8,3873
1,9,3573
1,10,2972
1,11,2797
1,12,2214
1,13,1764
1,14,1737
1,15,2140
1,16,3314
1,17,4181
1,18,3780
1,19,2635
1,20,1409
1,21,584
1,22,140
1,23,32
1,24,1375
2,0,19
2,1,29
2,2,8
2,3,6
2,4,13
2,5,41
2,6,50
2,7,119
2,8,269
2,9,706
2,10,1449
2,11,1525
2,12,1313
2,13,1017
2,14,1106
2,15,784
2,16,761
2,17,768
2,18,706
2,19,447
2,20,3
2,24,110
3,0,1
3,5,7
3,6,11
3,7,44
3,8,73
3,9,207
3,10,263
3,11,282
3,12,279
3,13,228
3,14,111
3,15,73
3,16,66
3,17,54
3,18,41
3,19,33
3,20,20
3,21,2
3,24,35
4,9,5
4,13,2
4,15,4
4,16,1
4,20,1
5,7,3
5,8,7
5,9,19
5,10,24
5,11,24
5,12,6
5,13,2
5,15,2
5,18,14
5,19,3
6,4,3
6,7,4
6,8,3
6,9,3
6,10,1
6,11,7
6,12,8
6,13,22
6,14,68
6,15,104
6,16,2
6,17,2
6,18,8
6,19,7
6,20,27
6,21,24
7,6,1
7,8,4
7,9,10
7,10,3
7,11,1
7,12,2
7,13,5
7,14,10
7,15,1
7,16,1
7,17,1
7,18,1
7,19,3
7,23,4
7,24,1
8,0,182
8,1,36
8,5,6
8,6,14
8,7,25
8,8,14
8,9,3
8,10,34
8,11,48
8,12,42
8,13,43
8,14,95
8,15,111
8,16,126
8,17,218
8,18,588
8,19,696
8,20,774
8,21,571
8,22,427
8,23,228
8,24,184
9,0,15
9,1,10
9,2,5
9,3,8
9,4,6
9,5,18
9,6,34
9,7,108
9,8,246
9,9,612
9,10,589
9,11,641
9,12,503
9,13,515
9,14,218
9,15,89
9,16,67
9,17,1
9,18,2
9,19,9
9,20,3
9,21,4
9,22,12
9,24,56
10,0,66
10,1,15
10,9,8
10,10,5
10,11,6
10,12,2
10,14,14
10,15,12
10,16,17
10,17,44
10,18,144
10,19,235
10,20,644
10,21,424
10,22,242
10,23,47
10,24,139
