topic,hour,count
0,0,18
0,2,2
0,3,6
0,4,4
0,5,16
0,6,128
0,7,116
0,8,204
0,9,400
0,10,1034
0,11,974
0,12,984
0,13,1522
0,14,924
0,15,932
0,16,732
0,17,748
0,18,1150
0,19,564
0,20,530
0,21,416
0,22,216
0,23,122
0,24,252
1,0,166
1,1,162
1,2,164
1,3,138
1,4,120
1,5,328
1,6,1084
1,7,2190
1,8,2882
1,9,2608
1,10,2832
1,11,2504
1,12,2164
1,13,1846
1,14,2032
1,15,2398
1,16,2476
1,17,2762
1,18,1928
1,19,1492
1,20,954
1,21,214
1,22,84
1,23,32
1,24,1858
2,0,18
2,1,24
2,2,26
2,3,14
2,4,18
2,5,36
2,6,80
2,7,144
2,8,296
2,9,582
2,10,960
2,11,1142
2,12,1314
2,13,1944
2,14,1870
2,15,1848
2,16,1184
2,17,1500
2,18,508
2,19,520
2,24,434
3,0,2
3,1,6
3,2,10
3,4,6
3,5,6
3,6,38
3,7,82
3,8,188
3,9,460
3,10,620
3,11,692
3,12,604
3,13,650
3,14,296
3,15,78
3,16,52
3,17,50
3,18,174
3,19,142
3,20,90
3,21,66
3,22,24
3,23,10
3,24,128
4,6,4
4,8,4
4,9,2
4,10,8
4,11,8
4,12,12
4,13,18
4,14,30
4,15,128
4,16,188
4,17,380
4,18,166
4,19,66
4,20,10
4,24,20
5,7,8
5,8,24
5,9,10
5,10,2
5,11,2
5,13,50
5,14,28
5,16,30
5,17,4
5,18,4
5,19,2
5,20,12
5,21,2
6,8,10
6,9,2
6,10,8
6,11,2
6,12,28
6,13,28
6,14,44
6,15,90
6,16,148
6,17,402
6,18,196
6,19,14
6,20,2
6,24,8
7,7,12
7,8,14
7,9,28
7,10,6
7,11,6
7,13,2
7,14,4
7,15,28
7,17,12
7,18,54
7,19,86
7,20,12
8,0,18
8,2,4
8,5,4
8,6,30
8,7,76
8,8,36
8,9,56
8,10,130
8,11,162
8,12,76
8,13,106
8,14,128
8,15,146
8,16,236
8,17,416
8,18,952
8,19,1944
8,20,1960
8,21,1470
8,22,852
8,23,470
8,24,52
9,1,4
9,2,2
9,4,10
9,5,14
9,6,34
9,7,94
9,8,202
9,9,544
9,10,788
9,11,924
9,12,740
9,13,804
9,14,360
9,15,70
9,16,10
9,17,2
9,18,2
9,19,40
9,20,24
9,21,18
9,22,50
9,23,10
9,24,178
10,0,128
10,1,160
10,5,4
10,8,8
10,9,12
10,10,8
10,11,18
10,12,12
10,13,36
10,14,38
10,15,62
10,16,46
10,17,182
10,18,644
10,19,724
10,20,748
10,21,408
10,22,638
10,23,202
10,24,388
