topic,hour,count
0,2,1
0,4,2
0,6,3
0,7,5
0,8,5
0,9,25
0,10,17
0,11,20
0,12,31
0,13,56
0,14,45
0,15,123
0,16,109
0,17,146
0,18,78
0,19,23
0,24,24
1,0,76
1,1,68
1,2,51
1,3,64
1,4,50
1,5,108
1,6,394
1,7,958
1,8,1284
1,9,1024
1,10,1032
1,11,945
1,12,833
1,13,633
1,14,697
1,15,546
1,16,1135
1,17,1481
1,18,1422
1,19,725
1,20,395
1,21,181
1,22,17
1,23,9
1,24,972
2,1,1
2,2,5
2,3,1
2,4,4
2,5,21
2,6,58
2,7,78
2,8,115
2,9,348
2,10,549
2,11,751
2,12,822
2,13,796
2,14,753
2,15,690
2,16,616
2,17,538
2,18,545
2,19,338
2,24,152
3,0,1
3,3,4
3,6,9
3,7,7
3,8,19
3,9,38
3,10,36
3,11,52
3,12,32
3,13,37
3,14,67
3,15,84
3,16,54
3,17,41
3,18,62
3,19,13
3,20,4
3,21,2
3,24,16
4,10,5
4,12,8
4,13,1
4,14,8
4,15,5
4,16,28
4,17,3
4,20,6
4,21,10
5,10,1
5,15,4
5,16,2
5,17,2
5,18,4
5,19,3
6,3,1
6,9,1
6,10,5
6,11,2
6,12,3
6,13,9
6,14,3
6,17,6
6,19,1
7,0,1
7,10,3
7,12,1
7,13,3
7,14,7
7,15,7
7,16,4
7,17,10
7,18,4
7,24,2
8,7,1
8,8,13
8,9,17
8,11,14
8,12,37
8,13,23
8,14,3
8,15,4
8,16,36
8,17,10
8,18,5
8,19,3
8,22,7
8,24,3
9,2,2
9,5,1
9,6,8
9,7,8
9,8,14
9,9,23
9,10,35
9,11,21
9,12,73
9,13,126
9,14,197
9,15,206
9,16,48
9,24,17
10,18,1
10,19,1
