topic,hour,count
0,0,8
0,1,9
0,2,14
0,3,9
0,4,17
0,5,30
0,6,94
0,7,115
0,8,261
0,9,698
0,10,1713
0,11,1394
0,12,1661
0,13,1301
0,14,1567
0,15,1468
0,16,1217
0,17,871
0,18,358
0,19,34
0,24,336
1,0,276
1,1,178
1,2,112
1,3,128
1,4,165
1,5,321
1,6,1047
1,7,2459
1,8,4000
1,9,3840
1,10,3217
1,11,2706
1,12,2244
1,13,1682
1,14,1873
1,15,2107
1,16,2605
1,17,3674
1,18,3839
1,19,2191
1,20,1489
1,21,508
1,22,110
1,23,22
1,24,2623
2,0,2
2,2,8
2,6,10
2,7,5
2,8,2
2,9,1
2,11,5
2,12,4
2,13,5
2,14,1
2,15,2
2,16,2
2,17,2
2,18,6
3,0,2
3,2,2
3,4,1
3,5,1
3,6,7
3,7,27
3,8,114
3,9,63
3,10,76
3,11,47
3,12,36
3,13,90
3,14,53
3,15,168
3,16,131
3,17,158
3,18,34
3,19,49
3,20,32
3,24,20
4,8,2
4,9,5
4,10,1
4,12,5
4,13,5
4,14,2
4,16,1
4,17,14
4,18,9
4,19,29
5,5,3
5,7,9
5,8,1
5,9,8
5,10,7
5,11,4
5,12,7
5,13,6
5,14,16
5,15,19
5,16,16
5,19,1
6,9,4
6,10,1
6,11,3
6,12,3
6,13,6
6,14,6
6,15,1
6,16,8
6,17,5
6,18,2
6,19,9
7,6,1
7,8,7
7,9,12
7,10,5
7,11,5
7,12,8
7,13,7
7,15,11
7,16,14
7,18,3
7,21,10
7,22,9
7,23,10
7,24,6
8,0,163
8,1,33
8,2,3
8,7,6
8,8,12
8,9,18
8,10,32
8,11,23
8,12,24
8,13,48
8,14,35
8,15,98
8,16,105
8,17,270
8,18,895
8,19,1331
8,20,1451
8,21,802
8,22,695
8,23,316
8,24,391
9,6,1
9,7,1
9,8,5
9,9,3
9,10,12
9,11,39
9,12,5
9,13,25
9,14,29
9,15,16
9,16,14
9,17,5
9,24,2
10,0,68
10,1,9
10,2,3
10,5,1
10,7,12
10,8,9
10,9,1
10,10,15
10,11,9
10,12,9
10,13,27
10,14,30
10,15,56
10,16,42
10,17,143
10,18,334
10,19,473
10,20,627
10,21,225
10,22,260
10,23,99
10,24,150
