topic,hour,count
0,1,6
0,2,8
0,3,2
0,4,6
0,6,78
0,7,47
0,8,112
0,9,318
0,10,593
0,11,769
0,12,837
0,13,1187
0,14,740
0,15,630
0,16,510
0,17,549
0,18,733
0,19,200
0,20,468
0,21,185
0,24,46
1,0,171
1,1,78
1,2,72
1,3,51
1,4,108
1,5,160
1,6,685
1,7,1151
1,8,2210
1,9,2493
1,10,3086
1,11,2547
1,12,2265
1,13,2126
1,14,1889
1,15,1562
1,16,2292
1,17,3326
1,18,2176
1,19,1491
1,20,581
1,21,141
1,22,49
1,23,13
1,24,1456
2,1,10
2,2,4
2,4,10
2,6,14
2,7,44
2,8,77
2,9,324
2,10,329
2,11,227
2,12,238
2,13,426
2,14,457
2,15,630
2,16,360
2,17,375
2,18,436
2,19,106
2,24,91
3,0,9
3,1,15
3,2,10
3,3,8
3,4,5
3,5,9
3,6,35
3,7,56
3,8,162
3,9,113
3,10,133
3,11,489
3,12,631
3,13,727
3,14,749
3,15,457
3,16,40
3,17,88
3,18,133
3,19,79
3,20,57
3,22,2
3,23,3
3,24,137
4,0,4
4,6,2
4,7,4
4,8,4
4,10,2
4,11,9
4,15,10
4,16,8
4,24,6
5,8,2
5,9,32
5,10,4
5,12,12
5,13,18
5,14,4
5,15,16
5,16,2
5,17,2
5,19,9
6,1,2
6,4,4
6,6,2
6,10,2
6,11,13
6,12,29
6,13,10
6,14,90
6,15,248
6,16,194
6,17,275
6,18,215
6,19,198
6,20,7
6,24,15
7,0,4
7,2,2
7,6,2
7,7,1
7,8,4
7,9,15
7,10,7
7,11,7
7,12,6
7,13,6
7,14,25
7,15,4
7,16,10
7,17,8
7,18,3
7,19,8
8,0,308
8,1,51
8,2,6
8,5,2
8,7,26
8,8,83
8,9,97
8,10,142
8,11,78
8,12,51
8,13,67
8,14,134
8,15,145
8,16,98
8,17,227
8,18,487
8,19,1138
8,20,1428
8,21,1066
8,22,256
8,23,23
8,24,411
9,0,2
9,1,8
9,3,4
9,4,5
9,5,7
9,6,13
9,7,20
9,8,54
9,9,117
9,10,117
9,11,309
9,12,459
9,13,623
9,14,672
9,15,305
9,16,25
9,17,9
9,21,1
9,22,2
9,23,2
9,24,41
10,0,306
10,1,90
10,3,4
10,4,10
10,8,16
10,9,9
10,10,15
10,11,5
10,12,24
10,13,26
10,14,65
10,15,39
10,16,88
10,17,259
10,18,566
10,19,867
10,20,528
10,21,348
10,22,534
10,23,214
10,24,698
