topic,hour,count
0,0,28
0,1,15
0,2,5
0,4,10
0,5,10
0,6,77
0,7,104
0,8,51
0,9,41
0,10,30
0,11,20
0,12,29
0,13,139
0,14,170
0,15,241
0,16,138
0,17,126
0,18,116
0,19,81
0,20,1
0,24,142
1,0,153
1,1,137
1,2,89
1,3,73
1,4,101
1,5,244
1,6,1117
1,7,2348
1,8,2666
1,9,2204
1,10,2448
1,11,2298
1,12,1337
1,13,1253
1,14,1483
1,15,1793
1,16,2837
1,17,3553
1,18,3085
1,19,1867
1,20,892
1,21,362
1,22,78
1,23,16
1,24,1805
2,0,2
2,1,11
2,2,12
2,3,12
2,4,5
2,5,16
2,6,85
2,7,126
2,8,246
2,9,519
2,10,1140
2,11,1446
2,12,1135
2,13,1012
2,14,1438
2,15,1165
2,16,869
2,17,1094
2,18,944
2,19,520
2,20,2
2,22,4
2,24,205
3,2,1
3,4,5
3,5,1
3,6,13
3,7,22
3,8,61
3,9,63
3,10,85
3,11,157
3,12,152
3,13,158
3,14,69
3,15,129
3,16,94
3,17,84
3,18,60
3,20,13
3,21,32
3,22,13
3,24,23
4,7,2
4,8,1
4,10,3
4,13,7
4,15,7
4,16,1
4,17,3
4,18,11
4,19,2
5,7,3
5,8,3
5,9,2
5,10,2
5,11,10
5,12,21
5,13,4
5,14,5
5,15,16
5,16,1
5,17,5
5,18,22
6,3,10
6,9,1
6,10,1
6,11,1
6,12,3
6,13,7
6,15,1
6,16,1
6,17,1
6,18,1
7,0,1
7,6,1
7,7,20
7,8,7
7,9,28
7,10,24
7,11,9
7,12,7
7,13,9
7,14,8
7,15,1
7,24,3
8,0,289
8,1,79
8,2,2
8,6,20
8,7,35
8,8,19
8,9,17
8,10,19
8,11,12
8,12,29
8,13,37
8,14,60
8,15,48
8,16,133
8,17,223
8,18,647
8,19,915
8,20,711
8,21,790
8,22,282
8,23,188
8,24,457
9,0,3
9,1,2
9,6,5
9,7,22
9,8,52
9,9,52
9,10,62
9,11,16
9,12,7
9,13,6
9,14,8
9,15,4
9,16,4
9,17,2
9,18,2
9,24,5
10,0,124
10,1,13
10,6,4
10,7,7
10,8,2
10,9,3
10,11,5
10,12,9
10,13,15
10,14,27
10,15,31
10,16,26
10,17,88
10,18,263
10,19,460
10,20,336
10,21,253
10,22,240
10,23,135
10,24,190
