topic,hour,count
0,0,4
0,1,1
0,2,5
0,3,5
0,4,9
0,5,25
0,6,25
0,7,64
0,8,77
0,9,128
0,10,229
0,11,527
0,12,940
0,13,724
0,14,585
0,15,488
0,16,855
0,17,676
0,18,707
0,19,825
0,20,537
0,21,453
0,22,331
0,24,115
1,0,325
1,1,196
1,2,130
1,3,96
1,4,181
1,5,541
1,6,2289
1,7,4202
1,8,4828
1,9,3951
1,10,2323
1,11,1613
1,12,1335
1,13,1438
1,14,1930
1,15,1693
1,16,2465
1,17,3829
1,18,3622
1,19,2909
1,20,1338
1,21,349
1,22,113
1,23,24
1,24,2146
2,0,12
2,1,21
2,2,18
2,3,15
2,4,29
2,5,69
2,6,116
2,7,232
2,8,703
2,9,1445
2,10,1965
2,11,2023
2,12,974
2,13,609
2,14,525
2,15,854
2,16,679
2,17,558
2,18,557
2,19,237
2,24,315
3,0,5
3,1,6
3,5,11
3,6,16
3,7,28
3,8,68
3,9,179
3,10,189
3,11,202
3,12,162
3,13,125
3,14,125
3,15,130
3,16,181
3,17,205
3,18,105
3,19,99
3,20,17
3,24,32
4,8,8
4,9,11
4,10,11
4,11,5
4,12,1
4,13,4
4,16,6
4,18,12
4,19,5
4,20,1
5,6,4
5,8,4
5,9,13
5,10,15
5,11,11
5,13,8
5,14,7
5,16,3
5,21,5
6,5,2
6,7,1
6,9,11
6,10,5
6,11,6
6,12,10
6,13,23
6,14,35
6,15,72
6,16,48
6,17,20
6,18,2
6,19,2
6,20,11
6,24,1
7,9,1
7,10,8
7,11,11
7,12,6
7,13,2
7,14,3
7,15,2
7,16,2
7,17,22
7,18,24
7,19,15
7,21,2
8,0,341
8,1,120
8,2,2
8,3,2
8,4,2
8,5,4
8,6,3
8,7,15
8,8,38
8,9,17
8,10,15
8,11,27
8,12,21
8,13,29
8,14,43
8,15,56
8,16,69
8,17,241
8,18,374
8,19,1251
8,20,1147
8,21,799
8,22,783
8,23,335
8,24,557
9,0,8
9,1,3
9,2,2
9,3,1
9,4,11
9,5,9
9,6,43
9,7,70
9,8,115
9,9,180
9,10,172
9,11,148
9,12,158
9,13,247
9,14,87
9,15,82
9,16,63
9,17,79
9,18,47
9,19,18
9,20,18
9,21,5
9,24,40
10,0,195
10,1,18
10,3,11
10,6,4
10,7,2
10,8,1
10,9,5
10,10,10
10,11,8
10,12,3
10,13,7
10,14,11
10,15,24
10,16,34
10,17,80
10,18,237
10,19,721
10,20,395
10,21,327
10,22,320
10,23,248
10,24,313
