topic,hour,count
0,0,10
0,1,15
0,2,8
0,3,6
0,4,6
0,5,25
0,6,31
0,7,66
0,8,124
0,9,171
0,10,376
0,11,743
0,12,717
0,13,701
0,14,406
0,15,191
0,16,165
0,17,564
0,18,386
0,19,136
0,20,55
0,21,33
0,24,154
1,0,330
1,1,224
1,2,158
1,3,184
1,4,147
1,5,634
1,6,2406
1,7,4641
1,8,5080
1,9,3947
1,10,3025
1,11,2170
1,12,1918
1,13,1666
1,14,1874
1,15,1902
1,16,2531
1,17,4430
1,18,4816
1,19,3235
1,20,1599
1,21,306
1,22,17
1,23,6
1,24,3172
2,0,31
2,1,12
2,2,17
2,3,19
2,4,32
2,5,54
2,6,92
2,7,187
2,8,453
2,9,910
2,10,1305
2,11,1811
2,12,2032
2,13,1432
2,14,2045
2,15,2177
2,16,1734
2,17,1788
2,18,1598
2,19,1174
2,20,10
2,24,405
3,0,3
3,1,9
3,2,2
3,3,4
3,5,8
3,6,13
3,7,54
3,8,35
3,9,61
3,10,43
3,11,25
3,12,30
3,13,97
3,14,84
3,15,53
3,16,37
3,17,88
3,18,104
3,19,64
3,20,33
3,24,23
4,9,18
4,10,1
4,11,14
4,12,1
4,13,3
4,14,2
4,18,1
4,19,9
4,21,4
5,8,1
5,9,11
5,11,3
5,12,14
5,13,2
5,14,6
5,15,3
5,16,2
5,18,5
5,20,6
6,0,1
6,3,5
6,4,2
6,5,8
6,6,13
6,7,36
6,8,51
6,9,14
6,10,10
6,11,7
6,12,7
6,13,8
6,14,22
6,15,27
6,16,25
6,17,1
6,19,3
6,24,12
7,3,2
7,6,2
7,7,7
7,8,29
7,9,44
7,10,64
7,11,262
7,12,207
7,13,85
7,14,27
7,15,10
7,16,6
7,17,10
7,18,26
7,19,18
7,20,2
7,21,3
7,24,31
8,0,354
8,1,84
8,4,1
8,7,5
8,8,29
8,9,6
8,10,17
8,11,14
8,12,20
8,13,26
8,14,26
8,15,71
8,16,135
8,17,173
8,18,378
8,19,804
8,20,938
8,21,1010
8,22,906
8,23,408
8,24,802
9,0,3
9,2,5
9,4,4
9,5,2
9,6,19
9,7,31
9,8,92
9,9,110
9,10,298
9,11,239
9,12,226
9,13,174
9,14,6
9,15,2
9,16,11
9,17,9
9,18,3
9,24,48
10,0,145
10,1,6
10,3,2
10,5,1
10,6,5
10,7,4
10,8,5
10,9,13
10,10,3
10,11,9
10,12,6
10,13,6
10,14,21
10,15,18
10,16,58
10,17,79
10,18,213
10,19,562
10,20,329
10,21,227
10,22,252
10,23,106
10,24,269
