topic,hour,count
0,5,3
0,6,9
0,7,23
0,8,39
0,9,40
0,10,40
0,11,29
0,12,15
0,13,8
0,14,17
0,15,2
0,16,6
0,17,23
0,18,33
0,24,21
1,0,212
1,1,84
1,2,93
1,3,44
1,4,43
1,5,166
1,6,722
1,7,1446
1,8,2124
1,9,2463
1,10,1788
1,11,1591
1,12,1289
1,13,1356
1,14,1400
1,15,1713
1,16,2464
1,17,2969
1,18,2883
1,19,2935
1,20,1996
1,21,1457
1,22,77
1,23,56
1,24,1077
2,4,2
2,7,9
2,8,4
2,9,2
2,11,7
2,12,3
2,13,2
2,14,5
2,17,5
3,2,2
3,3,5
3,5,2
3,6,11
3,7,13
3,8,72
3,9,68
3,10,116
3,11,273
3,12,169
3,13,80
3,14,13
3,15,27
3,16,182
3,17,430
3,18,524
3,19,267
3,20,256
3,21,17
3,22,5
3,24,23
4,9,3
4,14,21
4,15,36
5,7,6
5,8,1
5,9,8
5,10,7
5,11,18
5,12,12
5,14,7
5,15,8
6,0,1
6,7,16
6,8,6
6,9,1
6,10,3
6,11,8
6,12,3
6,13,7
6,14,22
6,15,63
6,16,16
6,19,1
6,24,3
7,10,6
7,11,9
7,12,17
7,13,2
7,14,22
7,15,12
7,16,4
7,17,51
7,19,16
7,20,19
7,24,12
8,0,20
8,1,9
8,7,39
8,8,11
8,9,4
8,10,9
8,11,9
8,12,2
8,13,14
8,14,5
8,15,16
8,16,15
8,17,52
8,18,86
8,19,37
8,20,42
8,21,80
8,22,96
8,23,35
8,24,19
9,0,1
9,5,3
9,6,2
9,7,2
9,8,19
9,9,20
9,10,35
9,11,199
9,12,39
9,14,3
9,15,1
9,16,1
9,17,4
9,18,1
9,24,21
10,0,49
10,1,40
10,2,3
10,3,11
10,6,12
10,7,13
10,8,20
10,9,35
10,10,20
10,11,28
10,12,28
10,13,16
10,14,33
10,15,40
10,16,73
10,17,130
10,18,350
10,19,513
10,20,379
10,21,268
10,22,112
10,23,133
10,24,200
