topic,hour,count
0,0,20
0,1,12
0,2,9
0,3,6
0,4,4
0,5,8
0,6,28
0,7,23
0,8,31
0,9,82
0,10,143
0,11,112
0,12,99
0,13,118
0,14,186
0,15,190
0,16,258
0,17,401
0,18,188
0,19,78
0,20,63
0,21,7
0,24,52
1,0,131
1,1,110
1,2,60
1,3,83
1,4,82
1,5,196
1,6,611
1,7,1061
1,8,1685
1,9,1737
1,10,1860
1,11,1450
1,12,1259
1,13,1327
1,14,1627
1,15,1681
1,16,2042
1,17,2405
1,18,2186
1,19,1506
1,20,586
1,21,301
1,22,36
1,23,3
1,24,1313
2,0,40
2,1,27
2,2,23
2,3,36
2,4,21
2,5,37
2,6,79
2,7,174
2,8,391
2,9,1189
2,10,1550
2,11,1071
2,12,1170
2,13,691
2,14,330
2,15,713
2,16,885
2,17,782
2,18,807
2,19,578
2,20,7
2,21,15
2,22,5
2,24,400
3,0,6
3,1,7
3,2,1
3,3,5
3,4,7
3,5,7
3,6,64
3,7,129
3,8,177
3,9,191
3,10,156
3,11,166
3,12,130
3,13,109
3,14,124
3,15,133
3,16,110
3,17,51
3,18,64
3,19,34
3,20,30
3,21,7
3,24,89
4,6,5
4,8,8
4,9,6
4,10,9
4,11,16
4,12,3
4,16,3
4,17,3
4,21,5
4,24,3
5,10,4
5,17,5
5,24,1
6,0,1
6,1,2
6,2,1
6,6,1
6,7,16
6,8,21
6,9,40
6,10,36
6,11,26
6,12,3
6,13,9
6,14,5
6,24,27
7,4,2
7,7,5
7,8,13
7,9,16
7,10,8
7,11,16
7,12,32
7,13,8
7,14,4
7,15,9
7,16,11
7,17,2
7,18,2
7,19,10
7,20,2
8,0,339
8,1,158
8,3,1
8,6,7
8,7,45
8,8,55
8,9,15
8,10,36
8,11,28
8,12,47
8,13,46
8,14,45
8,15,75
8,16,121
8,17,167
8,18,447
8,19,1291
8,20,992
8,21,709
8,22,720
8,23,329
8,24,642
9,0,6
9,1,4
9,2,1
9,3,3
9,4,2
9,5,2
9,6,28
9,7,35
9,8,66
9,9,149
9,10,234
9,11,208
9,12,155
9,13,161
9,14,143
9,15,56
9,16,4
9,17,2
9,19,38
9,20,44
9,21,4
9,24,56
10,0,285
10,1,142
10,3,5
10,4,2
10,6,4
10,7,4
10,9,6
10,10,6
10,11,8
10,12,8
10,13,8
10,14,35
10,15,15
10,16,42
10,17,96
10,18,253
10,19,535
10,20,293
10,21,331
10,22,358
10,23,193
10,24,301
