topic,hour,count
0,0,10
0,1,7
0,2,6
0,3,8
0,4,4
0,5,2
0,6,35
0,7,52
0,8,137
0,9,271
0,10,745
0,11,1003
0,12,834
0,13,699
0,14,787
0,15,716
0,16,697
0,17,570
0,18,822
0,19,510
0,20,429
0,21,13
0,24,149
1,0,282
1,1,187
1,2,159
1,3,164
1,4,249
1,5,621
1,6,2349
1,7,4565
1,8,5471
1,9,4436
1,10,3403
1,11,2191
1,12,1885
1,13,1682
1,14,1612
1,15,1911
1,16,3132
1,17,4036
1,18,4337
1,19,2879
1,20,1212
1,21,388
1,22,75
1,24,2819
2,0,12
2,1,13
2,2,7
2,3,9
2,4,4
2,5,8
2,6,67
2,7,91
2,8,251
2,9,616
2,10,584
2,11,817
2,12,492
2,13,557
2,14,667
2,15,575
2,16,376
2,17,457
2,18,281
2,19,162
2,20,101
2,24,152
3,0,1
3,4,2
3,6,21
3,7,57
3,8,74
3,9,62
3,10,69
3,11,53
3,12,80
3,13,107
3,14,87
3,15,60
3,16,129
3,17,201
3,18,153
3,19,30
3,20,21
3,21,4
3,24,51
4,8,2
4,9,12
4,10,3
4,13,2
4,14,3
4,15,11
4,16,1
4,20,5
4,24,2
5,6,1
5,7,2
5,8,18
5,9,21
5,10,6
5,11,4
5,12,6
5,13,5
5,14,5
5,15,5
5,16,13
5,18,1
5,19,1
5,20,4
6,6,2
6,8,1
6,9,8
6,10,2
6,11,5
6,13,3
6,14,2
6,15,3
6,16,7
6,17,13
6,18,2
6,19,12
6,20,17
6,21,2
6,24,2
7,2,2
7,3,1
7,5,3
7,6,1
7,8,15
7,9,73
7,10,7
7,11,7
7,12,5
7,13,10
7,14,11
7,16,5
7,17,15
7,18,2
7,19,5
7,24,10
8,0,346
8,1,67
8,4,2
8,5,7
8,6,6
8,7,23
8,8,73
8,9,33
8,10,51
8,11,25
8,12,41
8,13,27
8,14,50
8,15,70
8,16,94
8,17,219
8,18,475
8,19,1236
8,20,1052
8,21,784
8,22,778
8,23,397
8,24,588
9,0,5
9,1,4
9,2,2
9,3,3
9,4,5
9,5,10
9,6,27
9,7,26
9,8,106
9,9,338
9,10,342
9,11,264
9,12,297
9,13,165
9,14,98
9,15,61
9,16,63
9,17,8
9,21,5
9,22,2
9,24,66
10,0,89
10,1,32
10,4,2
10,7,6
10,8,4
10,9,3
10,10,13
10,11,7
10,12,9
10,13,2
10,14,8
10,15,12
10,16,42
10,17,16
10,18,57
10,19,284
10,20,904
10,21,194
10,22,226
10,23,127
10,24,196
