topic,hour,count
0,4,42
0,6,21
0,8,33
0,9,9
0,10,72
0,11,111
0,12,315
0,13,294
0,14,129
0,15,36
0,16,72
0,17,84
0,18,156
0,19,36
0,24,9
1,0,1446
1,1,843
1,2,345
1,3,330
1,4,390
1,5,585
1,6,2475
1,7,7146
1,8,15738
1,9,15531
1,10,9561
1,11,6372
1,12,7506
1,13,6804
1,14,6030
1,15,5286
1,16,7407
1,17,8928
1,18,15618
1,19,14319
1,20,7629
1,21,3900
1,22,843
1,23,132
1,24,10179
2,0,54
2,1,102
2,3,12
2,4,144
2,5,24
2,6,243
2,7,942
2,8,1104
2,9,2451
2,10,6447
2,11,7863
2,12,7335
2,13,10338
2,14,8076
2,15,8031
2,16,4806
2,17,4314
2,18,3717
2,19,384
2,24,1887
3,0,87
3,1,201
3,2,162
3,3,66
3,4,48
3,5,48
3,6,234
3,7,792
3,8,2250
3,9,6453
3,10,4098
3,11,1392
3,12,1296
3,13,1527
3,14,1317
3,15,1092
3,16,1779
3,17,1440
3,18,1134
3,19,480
3,20,60
3,21,12
3,24,1191
5,1,27
5,7,72
5,8,60
5,9,66
5,10,168
5,11,72
5,13,12
5,24,57
6,10,96
6,12,48
6,14,78
6,20,24
7,9,72
7,10,84
7,11,336
7,12,252
7,13,96
7,14,189
7,15,120
7,16,72
7,17,48
7,18,60
7,19,48
7,24,48
8,0,324
8,1,36
8,8,213
8,9,12
8,10,1173
8,11,885
8,12,447
8,13,375
8,14,441
8,15,264
8,16,474
8,17,315
8,18,345
8,19,411
8,20,378
8,21,372
8,22,270
8,23,153
8,24,936
9,1,12
9,3,9
9,7,9
9,8,18
9,9,78
9,10,480
9,11,735
9,12,480
9,13,216
9,14,990
9,15,1623
9,16,480
9,17,429
9,18,702
9,24,156
10,0,612
10,1,237
10,7,48
10,8,36
10,9,60
10,10,72
10,11,30
10,12,186
10,13,150
10,14,411
10,15,528
10,16,288
10,17,1086
10,18,1806
10,19,2097
10,20,1170
10,21,876
10,22,906
10,23,273
10,24,2340
