topic,hour,count
0,0,4
0,1,2
0,3,2
0,4,4
0,5,13
0,6,41
0,7,64
0,8,108
0,9,325
0,10,383
0,11,411
0,12,184
0,13,380
0,14,521
0,15,225
0,16,143
0,17,309
0,18,287
0,19,293
0,20,76
0,24,163
1,0,341
1,1,122
1,2,131
1,3,104
1,4,237
1,5,508
1,6,1802
1,7,3574
1,8,4567
1,9,3946
1,10,3509
1,11,2238
1,12,2242
1,13,2302
1,14,1834
1,15,2220
1,16,3250
1,17,4145
1,18,4476
1,19,2791
1,20,1691
1,21,538
1,22,95
1,23,27
1,24,2232
2,0,32
2,1,4
2,2,22
2,3,4
2,4,14
2,5,43
2,6,116
2,7,189
2,8,315
2,9,731
2,10,1283
2,11,1121
2,12,884
2,13,581
2,14,1322
2,15,1233
2,16,1076
2,17,1149
2,18,1065
2,19,443
2,24,244
3,0,4
3,1,8
3,2,6
3,3,3
3,4,9
3,5,30
3,6,33
3,7,68
3,8,151
3,9,347
3,10,380
3,11,347
3,12,282
3,13,95
3,14,23
3,15,29
3,16,20
3,17,13
3,18,22
3,19,48
3,20,85
3,21,47
3,22,3
3,24,60
4,7,1
4,8,6
4,9,4
4,10,6
4,11,11
4,12,7
4,13,4
4,14,2
4,16,8
4,17,1
4,18,1
4,20,5
5,7,2
5,8,12
5,9,2
5,10,17
5,11,6
5,12,1
5,13,8
5,14,11
5,16,3
5,24,2
6,4,10
6,5,1
6,6,1
6,7,1
6,8,6
6,9,2
6,10,14
6,11,9
6,12,2
6,13,11
6,15,3
6,16,8
6,17,13
6,18,5
6,19,26
6,20,64
6,21,42
6,24,5
7,1,2
7,2,2
7,3,1
7,9,4
7,10,1
7,11,1
7,13,1
7,14,8
7,15,4
7,16,5
7,17,27
7,18,5
7,20,3
8,0,3
8,7,4
8,8,4
8,9,10
8,10,15
8,11,19
8,12,26
8,13,13
8,14,21
8,15,12
8,16,60
8,17,65
8,18,58
8,19,82
8,20,235
8,21,227
8,22,208
8,23,42
8,24,23
9,0,5
9,2,1
9,5,4
9,6,18
9,7,30
9,8,34
9,9,18
9,10,22
9,11,14
9,12,3
9,13,17
9,14,27
9,24,14
