topic,hour,count
0,2,2
0,3,2
0,7,2
0,8,9
0,9,27
0,10,11
0,11,19
0,12,17
0,13,21
0,14,41
0,15,100
0,16,80
0,17,50
0,18,7
0,19,1
0,24,25
1,0,98
1,1,40
1,2,20
1,3,23
1,4,39
1,5,76
1,6,319
1,7,584
1,8,791
1,9,757
1,10,453
1,11,270
1,12,359
1,13,190
1,14,177
1,15,166
1,16,257
1,17,343
1,18,488
1,19,419
1,20,206
1,21,44
1,22,23
1,23,21
1,24,520
2,0,26
2,1,10
2,2,17
2,3,19
2,4,19
2,5,30
2,6,51
2,7,120
2,8,213
2,9,608
2,10,781
2,11,777
2,12,707
2,13,522
2,14,357
2,15,561
2,16,440
2,17,441
2,18,396
2,19,236
2,22,1
2,24,283
3,0,3
3,1,3
3,2,8
3,3,3
3,5,1
3,6,6
3,7,31
3,8,96
3,9,57
3,10,25
3,11,33
3,12,34
3,13,84
3,14,173
3,15,105
3,16,34
3,17,36
3,18,4
3,20,2
3,24,68
4,9,1
4,10,6
4,12,6
4,14,1
4,16,3
4,24,3
5,7,2
5,8,6
5,10,2
5,11,2
5,12,3
5,14,1
5,15,1
5,17,1
6,3,2
6,4,1
6,7,3
6,8,14
6,9,8
6,10,14
6,11,46
6,12,21
6,13,22
6,14,4
6,15,4
6,16,6
6,17,9
6,18,5
6,19,1
6,24,10
7,5,1
7,7,13
7,8,32
7,9,5
7,10,21
7,11,7
7,12,14
7,13,4
7,14,3
7,15,12
7,16,36
7,17,5
7,18,20
7,19,17
7,24,5
8,8,1
8,9,3
8,10,4
8,11,4
8,12,6
8,13,11
8,14,1
8,15,6
8,16,7
8,17,3
8,18,7
8,19,5
8,24,2
9,0,19
9,1,4
9,2,4
9,3,4
9,4,12
9,5,4
9,6,19
9,7,71
9,8,91
9,9,260
9,10,373
9,11,417
9,12,369
9,13,470
9,14,36
9,15,1
9,16,20
9,17,15
9,18,3
9,24,118
