topic,hour,count
0,0,13
0,1,23
0,2,10
0,3,12
0,4,51
0,5,15
0,6,74
0,7,165
0,8,299
0,9,918
0,10,1505
0,11,1226
0,12,1361
0,13,1280
0,14,960
0,15,1091
0,16,537
0,17,497
0,18,20
0,19,24
0,24,445
1,0,98
1,1,88
1,2,38
1,3,60
1,4,71
1,5,109
1,6,234
1,7,676
1,8,958
1,9,1436
1,10,2006
1,11,2074
1,12,1783
1,13,1352
1,14,1245
1,15,1333
1,16,1742
1,17,2241
1,18,1652
1,19,861
1,20,404
1,21,127
1,22,67
1,23,33
1,24,1165
2,11,1
2,14,1
2,16,2
2,19,1
2,20,1
2,22,2
2,23,1
3,0,12
3,1,10
3,2,4
3,3,18
3,4,22
3,5,13
3,6,27
3,7,64
3,8,168
3,9,214
3,10,321
3,11,271
3,12,273
3,13,226
3,14,275
3,15,476
3,16,186
3,17,26
3,18,62
3,19,95
3,20,21
3,22,4
3,23,1
3,24,105
4,12,7
4,13,7
4,14,1
4,15,4
4,19,5
4,21,2
4,22,1
5,6,1
5,7,1
5,8,5
5,9,4
5,10,7
5,11,2
5,12,8
5,13,4
5,14,6
5,15,14
5,16,73
5,17,59
5,18,1
5,19,19
5,20,1
5,24,7
6,8,1
6,9,2
6,10,7
6,11,6
6,12,2
6,14,6
6,15,2
6,17,16
6,18,4
6,19,3
6,20,13
6,21,4
7,0,1
7,5,1
7,7,2
7,8,23
7,9,26
7,10,10
7,11,25
7,12,30
7,13,15
7,14,16
7,15,27
7,16,77
7,17,179
7,18,4
7,19,1
7,24,12
8,0,90
8,1,15
8,7,10
8,8,13
8,9,16
8,10,42
8,11,25
8,12,32
8,13,22
8,14,19
8,15,48
8,16,45
8,17,116
8,18,263
8,19,493
8,20,443
8,21,296
8,22,208
8,23,32
8,24,185
9,2,2
9,4,5
9,5,4
9,6,4
9,7,3
9,8,22
9,9,17
9,10,43
9,11,33
9,12,34
9,13,24
9,14,21
9,15,16
9,16,75
9,17,211
9,18,138
9,19,27
9,24,21
10,0,166
10,1,65
10,2,10
10,7,10
10,8,13
10,9,13
10,10,28
10,11,29
10,12,63
10,13,51
10,14,59
10,15,67
10,16,162
10,17,287
10,18,927
10,19,1186
10,20,1016
10,21,659
10,22,739
10,23,343
10,24,377
