topic,hour,count
0,0,1
0,1,1
0,6,2
0,7,9
0,8,33
0,9,20
0,10,71
0,11,40
0,12,58
0,13,19
0,14,72
0,15,59
0,16,12
0,17,3
0,18,2
0,19,7
0,24,19
1,0,93
1,1,74
1,2,54
1,3,35
1,4,95
1,5,144
1,6,676
1,7,1229
1,8,1326
1,9,1116
1,10,1273
1,11,1287
1,12,1125
1,13,781
1,14,884
1,15,682
1,16,1113
1,17,1747
1,18,1651
1,19,1171
1,20,655
1,21,87
1,22,44
1,23,22
1,24,880
2,0,46
2,1,14
2,2,6
2,3,8
2,4,18
2,5,21
2,6,144
2,7,142
2,8,378
2,9,688
2,10,1493
2,11,1120
2,12,1386
2,13,1519
2,14,965
2,15,866
2,16,978
2,17,891
2,18,1037
2,19,410
2,24,296
3,0,4
3,2,1
3,3,1
3,4,3
3,5,6
3,6,8
3,7,26
3,8,76
3,9,87
3,10,114
3,11,215
3,12,195
3,13,125
3,14,76
3,15,46
3,16,30
3,17,54
3,18,2
3,19,3
3,20,25
3,21,37
3,22,5
3,24,30
4,4,1
4,5,4
4,6,2
4,7,4
4,8,4
4,9,17
4,10,11
4,11,106
4,12,1
4,13,2
4,14,3
4,15,17
4,16,8
4,18,5
4,20,1
4,21,2
4,24,2
5,8,1
5,9,5
5,10,10
5,11,9
5,12,4
5,13,5
5,16,5
6,1,2
6,4,2
6,8,2
6,9,7
6,11,13
6,12,2
6,13,2
6,14,8
6,16,3
6,17,7
6,18,1
6,20,1
6,24,1
7,6,1
7,9,2
7,11,9
7,12,5
7,13,3
7,14,5
7,15,8
7,16,1
8,3,2
8,8,5
8,9,14
8,10,21
8,11,37
8,12,17
8,13,35
8,14,10
8,15,18
8,16,34
8,17,43
8,18,37
8,19,46
8,20,104
8,21,32
8,24,2
9,11,5
9,12,5
9,13,6
9,14,3
9,15,7
9,16,2
9,17,2
9,18,6
9,21,3
9,23,1
