topic,hour,count
0,0,7
0,5,5
0,6,3
0,7,11
0,8,27
0,9,41
0,10,56
0,11,55
0,12,46
0,13,112
0,14,253
0,15,332
0,16,492
0,17,335
0,18,75
0,20,2
0,21,3
0,22,5
0,24,61
1,0,201
1,1,59
1,2,54
1,3,72
1,4,82
1,5,190
1,6,582
1,7,837
1,8,1414
1,9,1349
1,10,1444
1,11,1338
1,12,969
1,13,939
1,14,1021
1,15,1194
1,16,1510
1,17,1676
1,18,1455
1,19,1146
1,20,535
1,21,262
1,22,52
1,23,3
1,24,1284
2,13,1
2,18,4
2,19,3
2,20,1
2,21,25
2,22,23
3,0,2
3,2,2
3,3,1
3,5,6
3,6,8
3,7,15
3,8,41
3,9,63
3,10,63
3,11,73
3,12,44
3,13,39
3,14,44
3,15,97
3,16,70
3,17,24
3,18,4
3,19,5
3,20,52
3,21,20
3,24,27
4,8,3
4,12,3
4,13,4
4,14,4
4,16,2
5,4,2
5,5,1
5,6,3
5,7,3
5,8,1
5,9,1
5,10,1
5,11,4
5,12,4
5,13,8
5,15,4
5,16,4
5,17,6
5,18,32
5,19,4
5,24,1
6,3,2
6,6,3
6,7,4
6,8,5
6,9,5
6,10,11
6,12,1
6,13,2
6,14,3
6,15,8
6,16,5
6,17,4
6,18,6
6,19,44
6,20,28
6,21,3
6,24,11
7,7,6
7,8,15
7,9,13
7,10,12
7,11,7
7,12,2
7,13,2
7,14,2
7,15,3
7,16,14
7,17,1
7,21,1
8,0,197
8,1,48
8,2,3
8,3,1
8,4,8
8,6,6
8,7,14
8,8,51
8,9,128
8,10,36
8,11,45
8,12,49
8,13,33
8,14,32
8,15,52
8,16,153
8,17,269
8,18,539
8,19,1029
8,20,1134
8,21,796
8,22,686
8,23,288
8,24,529
9,0,9
9,1,11
9,2,2
9,3,4
9,4,5
9,6,22
9,7,28
9,8,105
9,9,247
9,10,230
9,11,129
9,12,114
9,13,153
9,14,150
9,15,122
9,16,29
9,17,5
9,18,12
9,19,64
9,20,26
9,21,5
9,24,86
10,0,170
10,1,73
10,6,4
10,7,2
10,8,2
10,9,6
10,10,3
10,11,3
10,12,8
10,13,12
10,14,20
10,15,30
10,16,40
10,17,137
10,18,501
10,19,657
10,20,387
10,21,245
10,22,134
10,23,148
10,24,306
