topic,hour,count
0,0,5
0,2,1
0,5,4
0,6,6
0,7,6
0,8,4
0,9,6
0,10,13
0,11,10
0,12,12
0,13,7
0,14,6
0,15,23
0,16,15
0,17,45
0,18,145
0,19,224
0,20,160
0,21,161
0,22,115
0,23,40
0,24,4
1,0,241
1,1,177
1,2,105
1,3,128
1,4,216
1,5,400
1,6,1450
1,7,3326
1,8,4158
1,9,3625
1,10,3507
1,11,2972
1,12,2124
1,13,1857
1,14,1263
1,15,1755
1,16,2361
1,17,3587
1,18,3381
1,19,2681
1,20,1690
1,21,535
1,22,111
1,23,36
1,24,2194
2,0,16
2,1,12
2,2,16
2,3,15
2,4,14
2,5,45
2,6,97
2,7,219
2,8,307
2,9,856
2,10,1778
2,11,1857
2,12,1251
2,13,995
2,14,1331
2,15,1373
2,16,1393
2,17,979
2,18,1138
2,19,514
2,20,76
2,24,313
3,1,5
3,3,4
3,4,2
3,5,1
3,6,6
3,7,7
3,8,28
3,9,25
3,10,17
3,11,36
3,12,21
3,13,83
3,14,30
3,15,56
3,16,31
3,17,21
3,18,10
3,19,1
3,24,16
4,8,4
4,9,8
4,10,5
4,11,9
4,12,4
4,13,6
4,14,3
4,15,4
4,16,3
4,17,4
4,18,1
4,19,38
4,20,13
4,24,1
5,8,1
5,9,5
5,10,5
5,11,1
5,12,1
5,14,5
5,15,2
5,16,5
5,17,14
5,18,6
5,19,25
5,20,11
6,2,1
6,5,2
6,6,2
6,7,1
6,8,6
6,9,6
6,10,5
6,11,12
6,12,7
6,13,26
6,14,32
6,15,127
6,16,238
6,17,152
6,18,76
6,19,1
6,24,1
7,0,1
7,5,2
7,6,5
7,8,4
7,9,12
7,10,4
7,11,3
7,12,7
7,13,9
7,14,33
7,15,44
7,16,23
7,17,14
7,18,25
7,19,21
7,20,9
7,24,10
8,0,124
8,1,73
8,2,2
8,4,1
8,5,4
8,6,28
8,7,21
8,8,7
8,9,10
8,10,34
8,11,33
8,12,45
8,13,47
8,14,92
8,15,208
8,16,117
8,17,198
8,18,530
8,19,877
8,20,768
8,21,762
8,22,453
8,23,186
8,24,252
9,0,2
9,2,3
9,3,1
9,4,2
9,6,7
9,7,22
9,8,68
9,9,109
9,10,102
9,11,157
9,12,138
9,13,129
9,14,71
9,15,139
9,16,66
9,17,45
9,18,2
9,20,2
9,24,54
10,0,148
10,1,60
10,8,2
10,10,3
10,11,9
10,12,1
10,13,2
10,14,4
10,15,8
10,16,31
10,17,30
10,18,237
10,19,303
10,20,354
10,21,160
10,22,187
10,23,110
10,24,275
