topic,hour,count
0,3,1
0,7,7
0,8,8
0,9,7
0,10,3
0,11,12
0,12,4
0,13,3
0,14,10
0,15,11
0,16,3
0,18,9
0,19,4
0,21,3
0,22,28
0,24,1
1,0,65
1,1,53
1,2,57
1,3,24
1,4,52
1,5,81
1,6,368
1,7,629
1,8,720
1,9,981
1,10,1112
1,11,1227
1,12,1045
1,13,960
1,14,695
1,15,655
1,16,651
1,17,1136
1,18,1216
1,19,768
1,20,277
1,21,32
1,22,28
1,23,13
1,24,834
2,0,37
2,1,7
2,2,24
2,3,7
2,4,18
2,5,34
2,6,86
2,7,177
2,8,277
2,9,762
2,10,1486
2,11,1516
2,12,1331
2,13,1297
2,14,1358
2,15,1441
2,16,1812
2,17,1401
2,18,1218
2,19,391
2,20,19
2,24,456
3,0,2
3,6,19
3,7,10
3,8,32
3,9,112
3,10,83
3,11,60
3,12,61
3,13,30
3,14,35
3,15,13
3,16,8
3,17,4
3,18,25
3,19,35
3,20,18
3,24,21
4,0,4
4,1,2
4,12,1
4,17,4
4,18,2
4,19,1
5,4,4
5,6,1
5,10,10
5,11,1
5,12,2
5,13,3
5,15,3
5,18,3
6,10,1
6,14,1
6,16,3
7,6,4
7,8,4
7,9,8
7,10,12
7,11,16
7,12,7
7,13,1
7,14,4
7,15,6
7,16,4
7,17,2
7,24,3
8,1,2
8,6,3
8,8,2
8,9,5
8,10,2
8,11,55
8,12,33
8,13,39
8,14,73
8,15,39
8,16,41
8,17,67
8,18,108
8,19,244
8,20,533
8,21,81
8,22,22
8,24,9
9,1,1
9,7,1
9,12,5
9,13,17
9,14,2
9,15,1
