topic,hour,count
0,6,1
0,9,6
0,10,14
0,11,8
0,12,6
0,13,7
0,14,5
0,15,5
0,16,13
0,17,3
0,18,8
0,19,6
0,24,2
1,0,65
1,1,65
1,2,62
1,3,54
1,4,47
1,5,125
1,6,392
1,7,925
1,8,1139
1,9,964
1,10,721
1,11,644
1,12,588
1,13,612
1,14,584
1,15,754
1,16,1311
1,17,1825
1,18,1651
1,19,905
1,20,379
1,21,142
1,22,2
1,23,10
1,24,913
2,0,10
2,1,9
2,2,11
2,3,9
2,4,16
2,5,11
2,6,36
2,7,72
2,8,150
2,9,528
2,10,944
2,11,641
2,12,887
2,13,628
2,14,1039
2,15,699
2,16,511
2,17,509
2,18,490
2,19,182
2,24,145
3,1,1
3,3,2
3,6,2
3,7,7
3,8,25
3,9,49
3,10,93
3,11,25
3,12,3
3,13,20
3,14,5
3,15,3
3,17,5
3,18,1
3,20,1
3,24,7
4,1,4
4,7,2
4,10,2
4,11,3
4,13,1
4,15,7
4,16,3
4,24,1
5,5,1
5,6,2
5,8,6
5,9,5
5,10,10
5,11,14
5,12,8
5,13,13
5,14,4
5,15,7
5,16,1
5,17,5
5,18,1
6,11,9
6,12,1
6,13,3
6,14,6
6,15,2
6,16,1
6,17,4
6,18,16
6,19,6
7,9,5
7,10,8
7,11,15
7,12,3
7,13,1
7,14,1
7,15,6
7,16,2
7,17,1
7,18,5
7,19,3
7,20,17
7,21,2
7,23,5
8,9,2
8,10,3
8,11,31
8,12,29
8,13,27
8,14,25
8,15,18
8,16,8
8,18,18
8,19,3
8,20,22
8,21,14
8,24,3
9,6,2
9,7,6
9,8,9
9,9,9
9,10,37
9,11,18
9,12,13
9,13,19
9,14,22
9,15,62
9,16,24
