topic,hour,count
0,0,13
0,1,9
0,2,5
0,3,3
0,4,9
0,5,22
0,6,46
0,7,107
0,8,185
0,9,448
0,10,973
0,11,769
0,12,481
0,13,853
0,14,606
0,15,413
0,16,561
0,17,696
0,18,786
0,19,907
0,20,226
0,21,68
0,22,45
0,24,217
1,0,213
1,1,131
1,2,153
1,3,144
1,4,194
1,5,468
1,6,1637
1,7,3881
1,8,4645
1,9,3788
1,10,2623
1,11,1896
1,12,1497
1,13,1548
1,14,1531
1,15,1641
1,16,2516
1,17,3651
1,18,4073
1,19,2902
1,20,1289
1,21,359
1,22,132
1,23,12
1,24,2656
2,0,14
2,1,4
2,3,1
2,4,1
2,5,17
2,6,24
2,7,70
2,8,169
2,9,278
2,10,284
2,11,227
2,12,432
2,13,295
2,14,63
2,15,107
2,16,149
2,17,109
2,18,16
2,19,23
2,24,104
3,0,3
3,1,5
3,2,1
3,3,5
3,4,5
3,5,4
3,6,9
3,7,44
3,8,110
3,9,61
3,10,45
3,11,155
3,12,138
3,13,78
3,14,85
3,15,185
3,16,58
3,17,41
3,18,162
3,19,94
3,20,4
3,21,12
3,24,44
5,8,7
5,11,1
5,14,4
5,17,17
5,18,12
5,19,13
5,20,4
5,22,4
6,7,1
6,8,1
6,9,14
6,12,1
6,17,1
6,18,2
7,0,5
7,3,1
7,4,1
7,5,1
7,6,5
7,7,28
7,8,75
7,9,216
7,10,49
7,11,13
7,12,10
7,13,5
7,14,11
7,15,4
7,16,3
7,17,9
7,18,33
7,19,26
7,20,9
7,24,16
8,0,340
8,1,84
8,5,4
8,6,9
8,7,10
8,8,13
8,9,18
8,10,13
8,11,9
8,13,30
8,14,40
8,15,32
8,16,124
8,17,61
8,18,164
8,19,569
8,20,1033
8,21,1039
8,22,710
8,23,338
8,24,589
9,1,2
9,2,3
9,3,1
9,4,1
9,5,7
9,6,11
9,7,32
9,8,56
9,9,171
9,10,221
9,11,193
9,12,193
9,13,103
9,15,6
9,16,2
9,19,3
9,20,2
9,21,15
9,22,1
9,24,25
10,0,182
10,1,33
10,2,4
10,4,6
10,6,10
10,7,5
10,8,15
10,9,5
10,10,14
10,11,10
10,12,2
10,13,17
10,14,23
10,15,61
10,16,46
10,17,118
10,18,444
10,19,514
10,20,310
10,21,305
10,22,123
10,23,142
10,24,290
